	HC25_Jrk_FB_2_ZT10	HC25_Jrk_FB_2_ZT14	HC25_Jrk_FB_2_ZT18	HC25_Jrk_FB_2_ZT2	HC25_Jrk_FB_2_ZT22	HC25_Jrk_FB_2_ZT6	HC25_Jrk_FB_ZT10	HC25_Jrk_FB_ZT14	HC25_Jrk_FB_ZT18	HC25_Jrk_FB_ZT2	HC25_Jrk_FB_ZT22	HC25_Jrk_FB_ZT6
FBgn0033995	233	217	242	538	165	255	336	265	292	491	271	348
FBgn0033996	286.9997	192.9995177	270.9999	616.9997	191.9997	306.0001	377.9999	451.0004	364.9999	548	245.9998	496
FBgn0033998	303.9993	235.9992	451.0006	912.9999	209.0001	280.9995	682.001	631.0008	479.9991	701.9994	424	531.9991
FBgn0033999	31	2	2	1	0	0	1	0	0	4	1	0
FBgn0034000	60	46	76	125	58	57	96	66	86	146	79	93
FBgn0034001	98	85	139	262	109	114	240	120	141	333	182	198
FBgn0034002	186.1735	213.6192	272.545906	622.2409	251.0315	297.76	358.692	435.8432	394.7387	696.064872	352.8434	509.0534
FBgn0034005	4.02828	2.01076	6.0587	21.129	6.03549	13.1312	8.08379	16.03	12.1403	20.1559	6.06715	15.0846
FBgn0034007	0	0	0	0	0	0	0	0	1	1	0	0
FBgn0034008	60	55	74	166	39	51	128	77	88	152	96	80
FBgn0034009	283	228.397	299.41	800.124	196	417.165	495.575	533.285	437.356	618.86	274.892	516.515
FBgn0034010	5	6	6	22.00001	11	5	13	5	15	17.00003	9	10
FBgn0034011	0	0	0	0	0	0	3	0	0	1	0	0
FBgn0034012	0	0	0	1	1	0	0	0	0	0	0	0
FBgn0034013	28	22	12	33	11	19	18	41.2552	18	24	10	36
FBgn0034021	153	68.99996	357	501	119	77	613.0004	193.00032	435.9998	263	218	144
FBgn0034022	0	0	1	1	0	0	1	0	1	0	0	0
FBgn0034023	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034025	230.9995729	166.99961	311.999759	510.0001	142.0000364	181.9997434	464	311.0003	375.9997403	399.9996	252.00003	259.9999
FBgn0034027	155.615	97.195	164.259	383.809	136.769	177.572	235.044	190.307	183.124	372.976	182.702	220.342
FBgn0034029	330	308	460	879	290	427	650	465	438	1020	607	536
FBgn0034030	12	16	10	24	12	7	11	18	10	25	19	11
FBgn0034031	32.00002	44.00002	12	89.00001	19	54.00003	6	94.99997	6	54	20	97.00001
FBgn0034032	143	104	180	383	104	197	207	255	250	287	151	220
FBgn0034033	67.00001	60.00001	68.00003	174.0001	65	76	139.0003	89	89.00002	183.9997	104.00003	144.9997
FBgn0034035	203	202	258	556	224	221	404	282	289	550	335	356
FBgn0034045	588.9999	530.0001	508.0001	1194.9997	506.9999	682.0001	476	631	597.9999	960.9998	427.9998	680.0002
FBgn0034046	288.0081	175.99973	293	558.01188	146.0000331	335.9997	567.00058	357.00003	363.00003	456.99973	215.9998	528.00073
FBgn0034047	2	0	0	3	2	3	1	1	1	3	2	1
FBgn0034049	113.0000326	123.0004001	188.9995016	383.0009	111	128	266.99956	220	218.99975	269.0004	152.0004088	192.0004836
FBgn0034050	160	174	157	440	169	200	238	218	227	471	224	249
FBgn0034051	595.0001	480.99999	754.00044	1255.9997	412.0002743	579.0001	1010	1024.999842	922.9999	1089.9993	588.9993524	990.0005
FBgn0034052	5	7	5	16	10	2	5	6	7	7	5	3
FBgn0034053	2114.48	2087.11	1936.1	5789.81	2099.73	2712.09	2001.41	3972.91	2462.13	4538.44	2376.56	2413.68
FBgn0034054	61	67	81	203	82	63	155	113	87	195	123	124
FBgn0034057	357	328	463	974	426	423	536	482	520	861	483	627
FBgn0034058	233	231	325	725	297	284	473	370	361	721	434	442
FBgn0034059	509	508	574	1298	515	582	836	562	592	1335	713	788
FBgn0034060	806.0001	730.9999	968.9998	2318.005	813.9999	1018	1297.002	1271.996	1006	1881.002	862.0002	1330.003
FBgn0034061	335	304	428	914	373	440	552	475	438	947	478	633
FBgn0034062	60	48	87	169	50	89	119	111	130	202	112	98
FBgn0034063	226	256	345	1261	357.9997	558	453	624	484	1246	582	497
FBgn0034065	105	99	217	326	127	102	318	163	173	352	257	222
FBgn0034066	996	983	1137	2689	1160	1314	1427	1309	1295	2841	1526	1735
FBgn0034067	302.0003	309	496	832	336.0003	297.0001	660	569.9997	420.9999	702.0002	411.0002	440
FBgn0034068	694.9995	585.00015	786.0003	1729.999628	537.0001145	917.0003058	1100.998855	1085.999252	914.0002627	1442.999799	741.000462	1098.000336
FBgn0034069	1	0	0	1	1	0	0	0	1	0	0	0
FBgn0034070	4	2	6	15	2	11	5	29	5	18	6	12
FBgn0034071	631	536	802.0000069	1662	450	814	981	1301.005	1006.00033	1378	551.99986	1203.0047
FBgn0034072	258.0003	156.0001	545.9993	664.9999747	94.9999	248.0005	661.9997	607.0002	459.9999161	504.0001	317.0002	337.0001
FBgn0034073	156	96	278	439	92	157	423	313	301	361	221	243
FBgn0034075	395.999791	296.0002078	374.999516	841.9997378	287.999955	436.00049	407.99964	631.9997184	360.9995001	707.999928	323.0002	563.99981
FBgn0034076	0	0	1	0	0	2	0	1	1	2	1	1
FBgn0034081	144	138.0004	144	366.9999	128.0003	174.9997	193.0004	168.0003	201.9998	390	216.9997	204.9995
FBgn0034082	0	0	0	1	0	0	0	1	0	2	0	0
FBgn0034083	187	132	206	489	128	221	308	337	255	374	159	283
FBgn0034084	110	119	167	351	106	148	262	181	201	358	204	199
FBgn0034085	71	71	64	197	57	91	75	103	64	148	64	148
FBgn0034086	113	92	124.9997	232.9998	77.99996	111	182	135	162.9997	225.0001	124.9997	175.0001
FBgn0034087	1188.001	910.64	1716.2591	2680.814	748	1330.5842	2324.0028	2609.7632	1959.8588	2348	1226	2132.87
FBgn0034091	428.9998	341.9997825	460.999753	970.0001	223.9998	467.9996894	565.00047	639.9999499	561.999829	713.9997571	329.00039	492.00066
FBgn0034092	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0034093	300.4696	310.9357483	350.8332017	894.3644	312.1199015	372.4421	407.7104	408.9406508	368.8417	787.8068	365.9286	522.4581
FBgn0034094	418.075	453.064	408.822	1268.46	500.608	530.463	521.025	701.28	547.722	1062.63	527.778	762.12
FBgn0034095	17.456	26	20.3442	60.1792	17.2724	18.0946	23.2642	29.7785	29.4368	40.5666	19.2936	22.4221
FBgn0034096	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034097	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034098	49	23	85	258	20	17	206	46	85	69	65	29
FBgn0034099	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034103	0	0	0	1	1	0	0	0	0	1	1	1
FBgn0034104	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0034105	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034106	0	0	0	0	0	0	0	1	0	1	0	0
FBgn0034109	102	83	133	276	98	117	187	131	150	230	131	144
FBgn0034110	666	834	833	2191	904	1132	930	1281	1004	1866	928	1128
FBgn0034113	138	108	177	294	104	138	252	240	184	306	176	217
FBgn0034114	87	72	114	267	70	97	200	152	167	225	123	133
FBgn0034117	965.9999	1068.004025	1067.9996	2818.004461	1137.00267	1776.001	1149	1187	1370.004	2443	1261.999	1238.9978
FBgn0034118	167.0003	146.0003	302.9996	421.9998	150.0003	153.0003	465	250	347.9996	467.0001	372.0001	261.0003
FBgn0034120	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034121	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0034122	87.99999	115	71.00003	195.9998	65	127.9998	104.99971	153.99984	92	165	68	168.0001
FBgn0034126	112	117	124	325	118	157	135	130	117	401	210	196
FBgn0034127	4	2	4	12	1	5	2	11	2	10	4	12
FBgn0034128	1	2	1	11	3	3	1	3	3	8	4	6
FBgn0034129	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034131	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034132	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034135	12.000022	7.999998	3	20.99996	4.000004	12	10	22.99997	10	22.00002	7.999997	13
FBgn0034136	24	18	15	55	27	27	29	42	34	55	29	23
FBgn0034137	56	40.999978	53	121.00002	57.0000214	44.0000186	47.00001998	60.9999	51	88	53.99998	75.0000312
FBgn0034138	17994.95	21010.03	26393.02	53842.01	28156.03	23901.98	34472.98	30932.97	34174.98	64918	41843	38699.98
FBgn0034139	127	105	104	243	90	151	93	146	145	237	110	147
FBgn0034140	2314.003	2858	3053.0008	10492.0009	3701.001001	5752.9979	4706.0044	6119.003351	4883.0041	10536.996	4673.995	6309.9962
FBgn0034141	658	602	701	1774	712	1037	1017	1056	904	1414	672	1271
FBgn0034142	351	300	279	830	295	337	347	705	361	719	319	470
FBgn0034143	189.9995879	41	334.0004	119	28	21	480.9999	110	350.9995	190.9996	171	75.00000066
FBgn0034144	3	0	0	0	0	0	3	1	0	1	0	0
FBgn0034145	203.9998	24	40.99998	71.00004	23	27	72	132	78.000027	82.00004	53.99996	76
FBgn0034151	1	0	0	1	0	0	2	1	0	1	1	1
FBgn0034152	1	0	0	1	0	0	0	0	0	0	0	1
FBgn0034153	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034154	1	0	0	2	1	1	0	7	0	3	0	2
FBgn0034156	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034157	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0034158	251.0000003	106.9999808	260.9995	511.0001	97.00006	208.9999	426	370	301	305.0001	159.9999534	293.9998
FBgn0034159	2	3	1	2	0	2	2	0	3	1	1	0
FBgn0034160	7.000000056	3.00000006	3.00000002	12.00000006	2.000000022	8.000000145	4.000000052	8.00000008	11.00000024	9.000000022	3.000000029	4.000000019
FBgn0034162	2161	2371	2724	6788	3530	3680	3186	3731	3510	6637	3646	4316
FBgn0034165	342.981	340.922	294.995	787.932	277.999	336.934	336.99	374.989	307.991	728.969	379.98	376.995
FBgn0034166	1	0	4	3	3	2	3	5	5	5	4	2
FBgn0034168	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034172	259	222	265	652	253	361	373	368	342	589	285	408
FBgn0034173	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034175	10	7	14	18	2	11	14	14	15	18	9	12
FBgn0034176	583	487	659	1427	518	622	1020	718	757	1376	810	925
FBgn0034177	90	96	99	214	75	93	119	121	105	209	137	138
FBgn0034179	899	854	1019	2684.999	993	1414.999	1239	1474.001	1312	2499.995	1178	1758.997
FBgn0034180	447.9996002	358.9998	522.99994	1097.001	279.999888	589.9998	639	1121	635.000895	960	413.9996	816.0000014
FBgn0034181	843	619.9997	1013.9993	2102.002	630.0004	890.0002676	1592.996	1472.0007	1279.001	1530.9959	771.9994	1412.9997
FBgn0034182	43	28	40.00002	122	44	57	70	74	49	135.0002	55.99999	69
FBgn0034183	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0034184	370.0004	326.9997	449.9999	933.0005	307.0004	401.9995	609.9998	578.9995	473.9998	805	393.0001	567.9997
FBgn0034186	57	42.00003	98	148	44	57	123	83	102	117	68	72
FBgn0034187	121.603	19.2914	183.922	324.693	32.3678	27.56070001	406.757	84.40000002	238.2971	132.83	122.15	77.7151
FBgn0034191	147	142	162	439	162	187	223	190	209	388	217	239
FBgn0034194	171.9997	162.9997	181.99995	401.0003	160.0003	158.0001	222.00016	242	195.9996	367.0002	209.0002	198.0005
FBgn0034195	0	0	0	1	0	0	0	0	0	2	1	0
FBgn0034196	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034197	1	0	0	2	2	0	0	1	6	2	2	1
FBgn0034198	1817.995	1866.001	2002.998	5646	2043.003	2984	2106.998	2525.996	2714.001	5272	2688.999	2995.998
FBgn0034199	308	347	394	1025	376	531	456	472	519	1199	621	667
FBgn0034200	4959	5448	5987	17165.03	6669	9088	6588	7562	7549	18127.98	9460	9533
FBgn0034201	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0034202	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034204	0	0	0	0	0	0	0	0	0	2	1	0
FBgn0034205	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034206	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034210	135	88	127	327	83	101	213	187	165.0003	267	155	184.9999
FBgn0034214	153	171	252	535	165	216	366	288	277	550	310	289
FBgn0034215	981.9991	986.001	1294.9991	3059.998	1309.9996	1765.9997	1936.001	1860	1633.0002	3642.996	2063.0051	2410.007
FBgn0034217	17	12	21	36	13	17	35	25	19	27	22	13
FBgn0034218	0	0	2	1	0	2	1	4	3	3	0	2
FBgn0034219	124.978	77.4011	98.282	201.845	71.5182	93.2077	114.594	172.751	99.2446	153.744	57.3681	132.147
FBgn0034221	11	5	8	16	4	6	6	10	3	9	5	6
FBgn0034223	82	79	144	231	50	85	229	158	147	191	126	138
FBgn0034224	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0034225	147.50507	57.8303	227.0083	195.12593	43.8422	52.9706	292.9034	108.6399	175.5354	198.754	143.483	98.6037
FBgn0034229	6954.0049	6737.999025	6600.003	16166.0488	7296.0003	7642.004	7294.998	8649.996	7397.0016	14440.002	7341.004019	9415.999
FBgn0034230	356.9996646	278.0002586	375.000235	839.0000005	241.99967	399.00009	572.000361	591.9999	484.0000285	745.00038	395.000257	536.0004399
FBgn0034231	111	88	140	265	95	112	171	155	158	268	154	183
FBgn0034232	85	65	109	210	61	81	189	114	150	225	142	135
FBgn0034237	4663.0049	4574.0018	6853.99815	15217.0265	4859.997712	6725.9979	10989.00167	8832.99538	7861.99568	15806.98221	8936.9994	9321.000551
FBgn0034240	226	146.0001252	374.0000572	656.00024	123.99997	289.9997338	516.000067	543.9999117	335.0001174	508.999459	209.999933	495.9995753
FBgn0034242	211.7686	175.7686	227.07341	562.9154	200	227.07341	338.14681	304.14681	306.30481	512.684	272.30481	326.61061
FBgn0034243	610	657	956	2195	683	994	1455	1186	1078	2122	1245	1267
FBgn0034245	655.268	662.786	886.7414	1997.975	843.0001	914	1219.232	922.369	1032.983	2217.471	1125	1348.999
FBgn0034246	833.000099	585.999775	1003.998785	2022.999	497.9995165	1050.00313	1269.00133	1809.0005	1133.00222	1853.999779	841.9999403	1602.00293
FBgn0034247	1027	1169	1345	3564	1634	1415	1255	1462	1397	2891	1369	1503
FBgn0034248	414.00034	451.9995	614.9999	1394.9965	604.9999	613.9998	732.9998	677	661.0002	1623.0043	915.9999	906.9995
FBgn0034249	28	13	110	118	21	7	181	42	116	91	90	31
FBgn0034251	0	1	0	1	0	2	0	3	4	1	0	0
FBgn0034253	37	18	89	61	22	39	129	84	69	89	54	59
FBgn0034255	1	3	34	18	4	3	28	14	13	18	17	6
FBgn0034258	3937.996	3996.001	6260.997	12528.97	4517.002	5392.003	9510	7848	6926.002	13293.96	7861	7883
FBgn0034259	645	488	1023	1439	504	543	1602	855	966	1741	1269	1102
FBgn0034261	432.655	356.465	489.41	1024.742	266.7953	580.293	669.21	783.891	584.042	966.72	375.067	752.488
FBgn0034262	77.3453	73.5343	57.5901	141.258	13.2051	138.707	50.7903	191.109	45.9588	127.28	48.9325	160.512
FBgn0034263	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034264	10	14	11	40	15	17	12	21	6	20	12	22
FBgn0034265	170	159	207	490	173	237	341	278	252	402	218	275
FBgn0034266	96.28547	88.4261	139.47987	246.48582	90.45614	90.0245	219.5886453	139.1463	154.72474	255.7668	187.5917	155.27633
FBgn0034267	31.71457	25.57386766	64.52057	102.51452	38.54394	30.97540395	60.41126684	47.8534	40.27491652	97.2334	57.40800003	39.72408459
FBgn0034269	155.000479	118.99989	230.0002	365	102.0000298	159.0002816	312	233.0000053	253.999885	292.9997	189.0002	166.0001714
FBgn0034270	42	48	79	130	44	42	103	75	84	132	90	95
FBgn0034271	184	179	229	534	141	222	332	323	298	487	273	298
FBgn0034272	0	1.24617	0	0	0	0	1.14718	0	1.24617	0	0	2
FBgn0034274	0	0	1	0	0	1	0	1	1	0	0	0
FBgn0034275	212	257	187	677	185	305	192	387	158	457	179	368
FBgn0034276	416	483	450	978	493	520	249	285	288	582	308	299
FBgn0034277	1720.9955	1498	1965.9957	3405.999	1357.9958	1598.0031	2664.9964	1950.9997	2096.004	3334	1806	2601
FBgn0034278	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0034279	14	6	3	18	3	5	3	24	2	23	9	9
FBgn0034281	1	1.76024	1.25075	0	0	0	0	0	0	4.99596	3.50662	0
FBgn0034282	775.0004	500.9999	1107.000201	1914.99903	382.9995	858	1649.005	1464.996829	1351.0003	1534	716	1303.0008
FBgn0034283	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034284	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034286	1	0	0	0	0	2	0	1	0	1	0	1
FBgn0034288	0	0	0	0	0	0	0	0	0	2	2	0
FBgn0034289	38	0	0	0	0	0	0	0	2	22	22	0
FBgn0034290	971	1174	1209	2692.995	1352.0002	1770.004	1715	2289.997	1424	3255.002	1419	2447.002
FBgn0034291	22	0	0	1	0	1	1	2	1	19	19	1
FBgn0034292	15	0	0	0	0	0	0	0	1	69	69	0
FBgn0034293	5	0	0	0	0	0	1	0	0	0	0	0
FBgn0034294	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0034295	184	3	0	26	0	0	0	20	10	37	36	1
FBgn0034296	138	3	0	2	0	1	0	1	5	33	33	0
FBgn0034299	101	69.99997	264	306.9998	84	71	411.9996	153.99956	234.9997	326.9995	276.0003	167.0001
FBgn0034300	92.999963	47	145.9999576	250.0000027	40.999978	93.00004758	248.9998452	214.9996538	148	158.9994822	72.99998017	167.0000363
FBgn0034301	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0034304	75	39	112	167.0001	37.00009	52	173.0002	95.9999	105	142	98	95
FBgn0034307	95	110	153	264	107	116	231	184	160	258	162	166
FBgn0034308	185	132	251	467	136	182	384	351.0003165	308	432	265	274
FBgn0034310	299	219	392	704	271	248	662	432	455	724	457	458
FBgn0034312	216.0369	171.1452	148.4556	384.2238	178.3494	170.2833	230.8513	206.9301	203.0059	293.12	174.3319	273.3983
FBgn0034313	341.963	231.855	515.544	811.776	185.651	328.717	835.149	589.07	643.994	681.88	417.668	491.601
FBgn0034314	67	37	104.99999	223.9995	35	40	233.0005	68	117	131.0003	100	86
FBgn0034315	411	314	541	1129	436	463	790	560	599	1134	680	683
FBgn0034317	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034318	66	0	0	1	0	0	0	0	1	60	60	0
FBgn0034321	51.99999	26	44.00009	123	32.00002	84.00006	49.00002	100	67	92.00007	39.00006322	88.9036
FBgn0034322	14	9	18	39	17	18	17	16	9	20	12	23
FBgn0034323	0	0	1	7	4	0	2	0	0	1	1	1
FBgn0034324	0	1	0	1	0	0	0	0	0	0	0	0
FBgn0034325	0	0	0	3	2	0	0	0	0	0	0	0
FBgn0034326	0	0	2	6	2	1	0	1	4	8	8	0
FBgn0034327	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034328	46	50	44	84	47	505	44	54	43	63	33	46
FBgn0034329	446	506	528	1059	389	2290	490	513	509	1124	424	577
FBgn0034330	292	318	418	977	369	525	515	496	470	1320	664	648
FBgn0034331	1759.003	2409.995	2473.002	7948.999	3473.998	6347.997	3088.997	2856.004	3614.001	8213	4512.001	4371.997
FBgn0034335	186	116	105	253	111	131	150	200	137	256	135	201
FBgn0034345	1216.000022	907.9998082	1366.999581	2512.99577	803.9989732	1129.999599	1713.00002	1532.000129	1511.00004	2317.998671	1332.999767	1634.999689
FBgn0034346	311	242	384	727	246	290	645	415	393	663	397	479
FBgn0034350	83.19599	91.2311	101.4347	244.4214	101.8917	128.6279	147.2847	130.2734	125.1773	263.2601	150.8437	157.6181
FBgn0034351	109	120	211	394	139	154	306	207	243	437	275	246
FBgn0034352	0	0	0	0	0	0	1	0	1	1	1	0
FBgn0034354	90	104	152.0005	225	90	73	258	113	159	261.0005	186.0005	103
FBgn0034356	39	40	67.99999	142.9998	73.99995	172.9997	64	118	111	186	90	124
FBgn0034360	36	30	49	94	30	29	83	51	60	79	57	65
FBgn0034361	172	160	251	488	202	222	337	259	293	532	315	293
FBgn0034362	321	241	360	708	248	299	539	350	411	618	380	470
FBgn0034363	0	5.01367	3.30855	13.757	1.80514	3.77994	0	1.84898	0	7.02592	3.59052	0
FBgn0034364	38	43.9864	27.6915	76.243	20.19486	74.2201	43.00005	44.151	33	79.9741	38.40941	25
FBgn0034365	353	383	428	972	384	536	633	469	531	1116	620	639
FBgn0034366	147.9998	136.0005	177.9999	423	126	213.9996	297	229	232.9998	335.0004	196.9999	244.0004
FBgn0034368	2899.9953	2658.001	2886.002	7222.994	2225.0025	3686.004	3361.001001	4177.994	3525.001226	6773.998	3340.999095	4311.999
FBgn0034371	825.0001	707.99955	837.0004232	2176.0029	703.0002	1120.0022	915.9992	1213.9954	1007.9995	1755.0047	811.9999	1183
FBgn0034372	387.9997	349	414.5004	946.0001	343.99967	465.5	621.9997	614.5	517	987	522.0004	629.5004
FBgn0034377	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034379	64	60	62	159.0002	60	90	96	93.00000002	79.00000013	161	92	84.00004
FBgn0034380	156	132	219	439	164	184	351	263	226	433	249	289
FBgn0034381	6	6	3	33.99996051	7	14	8	29	0	22	1	25.00000003
FBgn0034382	2491	2310	2351	7605	2552	3896	2521	3667	3348	7116	3381	3645
FBgn0034383	3	5	2	11	3	4	3	6	9	14	6	9
FBgn0034387	363	387	440	1039	458	566	416	564	429	1118	581	669
FBgn0034389	192.9996	92.99998042	177	336.99954	64.00001	196	200.99994	280.9997	246.99984	274.00024	145.9999852	224.99978
FBgn0034390	2000.9985	2058	2262.002	3879.003	2287	1600	2790.005	2687.996	2572.0083	3674.0017	2413.002	2931.998
FBgn0034391	3	0	7	9	5	1	5	8	3	6	4	5
FBgn0034392	281.9998	235.0002	295	755.0002	265	393.0001	397.0004	367	365.9997	698	323	451.0005
FBgn0034394	7052.003	8067.003	7792.005	18952.988	8708	11265.962	8797.995	11712.027	10418.979	15997.999	7644.004	13293.97
FBgn0034396	12.99999	18	23.00001	36.9999	21.00000135	18	18	17.00001	15.99999	18	8.00001	23.00001
FBgn0034397	3	2	0	3	2	1	2	4	5	3	2	2
FBgn0034398	6095	6581	6739	20435	7492	10972	8768	9586	9537	20691	9944	11883
FBgn0034399	263	207	284	678	245	265	404	328	340	717	399	333
FBgn0034400	785	643	1013	1962.998	594	1013.9998	1334	1448.9982	876	1473	650	1282.999
FBgn0034401	291	271	571	905	249	273	912	494	600	861	565	561
FBgn0034402	50	40	66	156	63	54	90	78	71	136	74	102
FBgn0034403	80	30	186	235	28	26	428	75	220	179	143	79
FBgn0034405	7262.996	6452.004	8569.004	20858.97	9235.996	10304.997	9908.997	10234.999	9290.997	24039	11059.031	15279.01
FBgn0034406	144	105	173	310	78	118	253	174	156	384	279	170
FBgn0034407	22	34	78	99	31	1793	46	49	42	115	38	64
FBgn0034408	85.00003132	41.00000001	63.00002	129.9999589	31	74.00008307	74.99998221	186.9996042	92.0001	93.00004683	31	95.99997444
FBgn0034411	0	2	1	0	0	0	2	1	4	1	1	1
FBgn0034413	0	1	0	1	1	1	0	0	1	1	1	1
FBgn0034415	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034416	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034417	173.00007	146	181.999703	322.999621	135.9999501	191.0004279	182.0003541	202.0001	200.9996201	399.9997	185	225.9997127
FBgn0034418	729.9999	736.0001742	882.0003831	2090.000002	785.00022	916.0005	1270.999905	1273.996033	1140.999505	2084.998023	1066.000204	1332.998327
FBgn0034419	360	373.9997	504	1029	419.9997	507	612	530	513	1034	541.9996	689
FBgn0034420	1898.9993	1373.000276	1682.999773	3539.994175	1396.9996	1776.0003	1849.0004	2496.000604	1633.999596	2855.9998	1328.0004	2180.001103
FBgn0034422	96	82	168	249	74	78	249	136	152	235	168	151
FBgn0034423	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034425	91	68	145	293	89	92	245	150	170	264	159	169
FBgn0034426	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034427	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034428	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034429	1	0	0	1	1	0	0	0	2	0	0	0
FBgn0034430	228	201	333	531	249	252	336	332	321	572	343	367
FBgn0034432	3998.005	3808.004	4995.998	12480.04	4760	6270	6435.997	7344	5772.998	13907.04	7137.999	8508.002
FBgn0034433	68	42.00005015	98.0000001	168	53	53.00000018	164	133.9995102	120.0002605	123.99999	81.99997	108.0000001
FBgn0034435	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034436	198.99988	117	199.00024	415.9999	137.99998	144.99998	242.99988	191.00008	192.99998	356.99996	208.00036	178.00009
FBgn0034437	0	0	0	0	0	0	1	1	0	2	1	0
FBgn0034438	189	185	177	423	137	200.0001	211.0002	280.9997	159.0005	366	171.9996	197.9999
FBgn0034439	9	7	23	30	6.00000382	10	21.99996566	15.0000446	17.9999526	25.0000107	18.0000241	20
FBgn0034440	3.999997	11	5	12	7	11	7	2.999996	5.999999	17	5	9
FBgn0034441	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034442	38	36	50	97	33	63	75	67	65	116	65	64
FBgn0034443	652	628	636	1960	692	1172	848	938	1031	2015	995	1044
FBgn0034446	2.00000069	5.00000225	0	7	1.99999626	1.00000024	1.00000039	2	0	4.99999591	4.00000423	3.00000225
FBgn0034447	195	152	246	578	112	153	454	220	317	303	195	253
FBgn0034451	242	198	324	621	201	273	412	360	353	614	324	363
FBgn0034452	29	23	52	99	29	25	96	25	65	61	39	39
FBgn0034454	84	88	80	433	156	230	140	213	256	400	196	240
FBgn0034455	170.9997	156.0003	271.0002	485.0003	167.9997	179.9997	385.9999	267.9999	291.0004	472.9995	312.9998	246.9997
FBgn0034456	0	0	1	0	0	0	0	1	0	0	0	0
FBgn0034457	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034458	0	0	0	0	0	0	1	0	1	0	0	0
FBgn0034459	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0034460	19	11	19	31	17	15	9	10	12	22	9	17
FBgn0034461	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034462	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034463	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034464	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034467	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034468	185	31	228	77	28	46	30	31	49	180	47	30
FBgn0034470	253.0001	93.99997	440	337.9998	88.99996	100.99996	139.0004	91	84.99997	261	103	83
FBgn0034471	1.000000372	6.000002368	5.999999626	6.999997999	0.999999633	1.000000467	3.999995124	4.999999397	1.000000486	3.000002657	0.999999865	4.000000834
FBgn0034472	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034473	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0034474	0	0	9.000002797	10	4.000004368	0	2.000004815	0	0	3.000003304	3.000000672	1
FBgn0034475	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034476	18	13	20	44	13	29	23.0183	48	17	41	10	22.0177
FBgn0034477	0	2	0	0	0	0	1	0	1	0	0	0
FBgn0034478	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034479	2483.997	2807.9992	2950.005	8037	3340.9958	5415.995	3004.005	4957.998	3550.0013	7768.0024	2972.0039	4640.0016
FBgn0034480	285	304	217	754	242	615	198	667	469	694	364	322
FBgn0034481	2	1	0	3	1	0	1	1	0	2	0	1
FBgn0034483	0	0	0	0	0	0	0	0	0	0	0	0
